location_name,longitude,latitude,acres,year,species_name,stagename,numberstocked,county,region
NORTH BALTIMORE RESERVOIR #2,-83.664503,41.172587,44,2003,Yellow Perch,Fingerlings,30090,WOOD,NORTHWEST
CAESAR CREEK LAKE,-84.061277,39.484992,2806,1998,Saugeye,Fingerlings,349114,WARREN,SOUTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,2003,Yellow Perch,Fingerlings,106232,HURON,NORTHWEST
PAINT CREEK LAKE,-83.35408,39.250837,1177,2003,Saugeye,Fingerlings,169309,ROSS,SOUTHEAST
ALUM CREEK LAKE,-82.963793,40.184249,3331,2003,Saugeye,Fingerlings,223024,DELAWARE,CENTRAL
PAINT CREEK LAKE,-83.35408,39.250837,1177,2003,Saugeye,Fingerlings,63600,ROSS,SOUTHEAST
ATWOOD LAKE,-81.285772,40.526523,1563,2003,Saugeye,Fingerlings,51728,TUSCARAWAS,NORTHEAST
PIEDMONT LAKE,-81.213162,40.190368,2370,2003,Saugeye,Fingerlings,89040,HARRISON,NORTHEAST
PLEASANT HILL LAKE,-82.324884,40.622857,783,2003,Saugeye,Fingerlings,8904,ASHLAND,NORTHEAST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2003,Yellow Perch,Fingerlings,25499,RICHLAND,NORTHEAST
UPPER SANDUSKY RESERVOIR #2,-83.258701,40.817989,118,2003,Yellow Perch,Fingerlings,19569,WYANDOT,NORTHWEST
UPPER SANDUSKY RESERVOIR #2,-83.258701,40.817989,118,2003,Yellow Perch,Fingerlings,15620,WYANDOT,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2003,Yellow Perch,Fingerlings,54280,HURON,NORTHWEST
EAST HARBOR STATE PARK POND,,,2,2003,Channel Catfish,Catchable,468,OTTAWA,NORTHWEST
INDIAN CREEK WA PONDS,,,,2003,Channel Catfish,Catchable,415,BROWN,SOUTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2003,Channel Catfish,Catchable,45,MERCER,NORTHWEST
NORTH BALTIMORE RESERVOIR #2,-83.664503,41.172587,44,2003,Largemouth Bass,Fingerlings,394,WOOD,NORTHWEST
WOODBURY WA PONDS,,,,2003,Largemouth Bass,Fingerlings,1998,COSHOCTON,SOUTHEAST
TRIVALLEY WA PONDS,,,,2003,Largemouth Bass,Fingerlings,1000,MUSKINGUM,SOUTHEAST
AEP RECREATION LAND,,,,2003,Largemouth Bass,Fingerlings,8200,,
EGYPT VALLEY WA PONDS,,,,2003,Largemouth Bass,Fingerlings,2000,BELMONT,SOUTHEAST
JOCKEY HOLLOW WA PONDS,,,,2003,Largemouth Bass,Fingerlings,2000,HARRISON,NORTHEAST
COOPER HOLLOW WA PONDS,,,,2003,Largemouth Bass,Fingerlings,200,JACKSON,SOUTHEAST
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,2003,Channel Catfish,Yearling,2125,HURON,NORTHWEST
RESTHAVEN POND #08,-82.830743,41.394242,122,2003,Channel Catfish,Yearling,3015,ERIE,NORTHWEST
AEP AVONDALE COAL LANDS,,,,2003,Largemouth Bass,Fingerlings,2002,MUSKINGUM,SOUTHEAST
WOLF CREEK  WILDLIFE AREA,,,,2003,Largemouth Bass,Fingerlings,500,MORGAN,SOUTHEAST
PAULDING RESERVOIR,-84.591437,41.124255,67,2003,Channel Catfish,Yearling,1651,PAULDING,NORTHWEST
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2003,Channel Catfish,Yearling,1521,VAN WERT,NORTHWEST
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,2003,Channel Catfish,Yearling,1515,VAN WERT,NORTHWEST
LAKE LORAMIE,-84.362362,40.363606,869,2003,Channel Catfish,Catchable,413,SHELBY,NORTHWEST
RACCOON CREEK RESERVOIR,-82.976303,41.28754,36,2003,Channel Catfish,Yearling,855,SANDUSKY,NORTHWEST
ALDRICH POND,-83.253565,41.447729,34,2003,Channel Catfish,Yearling,855,SANDUSKY,NORTHWEST
BEAVER CREEK RESERVOIR,-83.02003,41.241359,110,2003,Channel Catfish,Yearling,1232,SENECA,NORTHWEST
NORTH BALTIMORE RESERVOIR #2,-83.664503,41.172587,44,2003,Largemouth Bass,Fingerlings,4929,WOOD,NORTHWEST
KILLDEER POND #33,,,17,2004,Bluegill,Fingerlings,10513,WYANDOT,NORTHWEST
KILLDEER POND #33,,,17,2004,Largemouth Bass,Fingerlings,2034,WYANDOT,NORTHWEST
VESUVIUS LAKE,-82.630439,38.606473,106,2004,Largemouth Bass,Fingerlings,2156,LAWRENCE,SOUTHEAST
VESUVIUS LAKE,-82.630439,38.606473,106,2004,Bluegill,Fingerlings,41460,LAWRENCE,SOUTHEAST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2004,Walleye,Fry,522000,MERCER,NORTHWEST
MOSQUITO LAKE,-80.758136,41.300057,7204,2004,Walleye,Fry,1467700,TRUMBULL,NORTHEAST
MOSQUITO LAKE,-80.758136,41.300057,7204,2004,Walleye,Fry,1561900,TRUMBULL,NORTHEAST
MOSQUITO LAKE,-80.758136,41.300057,7204,2004,Walleye,Fry,655847,TRUMBULL,NORTHEAST
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,82270,LOGAN,CENTRAL
AMICK RESERVOIR,-82.822681,40.703148,53,2004,Saugeye,Fingerlings,6495,MORROW,CENTRAL
OUTHWAITE RESERVOIR,-82.935716,40.835628,148,2004,Saugeye,Fingerlings,17320,CRAWFORD,NORTHWEST
RILEY RESERVOIR,-82.933241,40.827245,31,2004,Saugeye,Fingerlings,6495,CRAWFORD,NORTHWEST
LAKE LECOMTE,-83.447149,41.115821,137,2004,Saugeye,Fingerlings,15155,HANCOCK,NORTHWEST
VETS MEMORIAL RESERVOIR,-83.455482,41.13332,157,2004,Saugeye,Fingerlings,15155,HANCOCK,NORTHWEST
METZGER RESERVOIR,-84.055351,40.741409,157,2004,Saugeye,Fingerlings,18403,ALLEN,NORTHWEST
LOST CREEK RESERVOIR,-84.067431,40.744618,131,2004,Saugeye,Fingerlings,15155,ALLEN,NORTHWEST
LEESVILLE LAKE,-81.194548,40.468665,1011,2004,Saugeye,Fingerlings,99792,CARROLL,NORTHEAST
BEACH CITY RESERVOIR,-81.557344,40.645061,141,2004,Saugeye,Fingerlings,10395,TUSCARAWAS,NORTHEAST
CLENDENING LAKE,-81.276497,40.268967,1702,2004,Saugeye,Fingerlings,276507,HARRISON,NORTHEAST
ROCKY FORK LAKE,-83.439915,39.185034,1953,2004,Saugeye,Fingerlings,311850,HIGHLAND,SOUTHWEST
CAESAR CREEK LAKE,-84.061277,39.484992,2806,2004,Saugeye,Fingerlings,408524,WARREN,SOUTHWEST
BELLEVUE RESERVOIR #5,-82.776295,41.211745,85,2004,Saugeye,Fingerlings,10395,HURON,NORTHWEST
NORTH BALTIMORE RESERVOIR,-83.672003,41.17234,20,2004,Saugeye,Fingerlings,5198,WOOD,NORTHWEST
RACCOON CREEK RESERVOIR,-82.976303,41.28754,36,2004,Saugeye,Fingerlings,6237,SANDUSKY,NORTHWEST
DELTA RESERVOIR #2,-84.013367,41.59118,52,2004,Saugeye,Fingerlings,8992,FULTON,NORTHWEST
WAUSEON RESERVOIR #2,-84.149402,41.511667,50,2004,Saugeye,Fingerlings,8992,FULTON,NORTHWEST
WAUSEON RESERVOIR #1,-84.151879,41.511738,11,2004,Saugeye,Fingerlings,4496,FULTON,NORTHWEST
ARCHBOLD RESERVOIR #1,-84.295251,41.520148,20,2004,Saugeye,Fingerlings,4496,FULTON,NORTHWEST
ARCHBOLD RESERVOIR #2,-84.289382,41.518929,43,2004,Saugeye,Fingerlings,8992,FULTON,NORTHWEST
OTTAWA RESERVOIR,-84.021753,41.014453,20,2004,Saugeye,Fingerlings,4496,PUTNAM,NORTHWEST
MCCOMB RESERVOIR #2,-83.779104,41.10612,20,2004,Saugeye,Fingerlings,5620,HANCOCK,NORTHWEST
VAN WERT RESERVOIR #2 OLD (pre 2007),-84.575654,40.844017,61,2004,Saugeye,Fingerlings,13488,VAN WERT,NORTHWEST
VAN WERT RESERVOIR #1,-84.579849,40.849321,61,2004,Saugeye,Fingerlings,19108,VAN WERT,NORTHWEST
PAULDING RESERVOIR,-84.591437,41.124255,67,2004,Saugeye,Fingerlings,13488,PAULDING,NORTHWEST
LIMA LAKE,-84.050626,40.757473,87,2004,Saugeye,Fingerlings,26976,ALLEN,NORTHWEST
CHARLES MILL RESERVOIR,-82.365997,40.740854,1347,2004,Saugeye,Fingerlings,67440,ASHLAND,NORTHEAST
LAKE LORAMIE,-84.362362,40.363606,869,2004,Saugeye,Fingerlings,132632,SHELBY,NORTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,287744,LOGAN,CENTRAL
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2004,Walleye,Fingerlings,135546,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2004,Walleye,Fingerlings,121524,MERCER,NORTHWEST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2004,Walleye,Fingerlings,515698,MERCER,NORTHWEST
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2004,Walleye,Fingerlings,130872,CLARK,SOUTHWEST
BRESLER RESERVOIR,-84.229082,40.73066,582,2004,Walleye,Fingerlings,71668,ALLEN,NORTHWEST
FINDLAY RESERVOIR #1,-83.565485,41.008315,186,2004,Walleye,Fingerlings,25358,HANCOCK,NORTHWEST
WILLARD RESERVOIR,-82.665177,41.057248,199,2004,Walleye,Fingerlings,33810,HURON,NORTHWEST
NORWALK RESERVOIR #3,-82.590454,41.234447,92,2004,Walleye,Fingerlings,28739,HURON,NORTHWEST
NEW LONDON RESERVOIR,-82.419436,41.066138,212,2004,Walleye,Fingerlings,35501,HURON,NORTHWEST
SHELBY RESERVOIR #3,-82.652779,40.909478,51,2004,Walleye,Fingerlings,8453,RICHLAND,NORTHEAST
KILLDEER RESERVOIR,-83.384538,40.705486,251,2004,Walleye,Fingerlings,35501,WYANDOT,NORTHWEST
C.J. BROWN RESERVOIR,-83.747149,39.950608,1964,2004,Walleye,Fingerlings,194038,CLARK,SOUTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,185760,LOGAN,CENTRAL
ACTON LAKE,-84.73446,39.557816,592,2004,Saugeye,Fingerlings,416928,BUTLER,SOUTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,124020,LOGAN,CENTRAL
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,110240,LOGAN,CENTRAL
LAKE LORAMIE,-84.362362,40.363606,869,2004,Saugeye,Fingerlings,122960,SHELBY,NORTHWEST
INDIAN LAKE,-83.875493,40.467488,5036,2004,Saugeye,Fingerlings,162456,LOGAN,CENTRAL
DALE WALBORN RESERVOIR,-81.177601,40.973158,658,2004,Walleye,Fingerlings,65660,STARK,NORTHEAST
BERLIN LAKE,-81.002592,41.046758,3132,2004,Walleye,Fingerlings,102255,PORTAGE,NORTHEAST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2004,Walleye,Fingerlings,87505,MERCER,NORTHWEST
ALUM CREEK LAKE,-82.963793,40.184249,3331,1998,Saugeye,Fingerlings,469450,DELAWARE,CENTRAL
TURKEYFOOT LAKE,-81.54373,40.969256,474,2004,Walleye,Fingerlings,66760,SUMMIT,NORTHEAST
GRAND LAKE ST. MARYS,-84.574374,40.53479,12896,2004,Walleye,Fingerlings,123088,MERCER,NORTHWEST
LAKE MILTON,-80.977591,41.127257,1694,2004,Walleye,Fingerlings,105502,MAHONING,NORTHEAST
LADUE RESERVOIR,-81.18649,41.406954,1478,2004,Walleye,Fingerlings,151993,GEAUGA,NORTHEAST
FINDLAY RESERVOIR #2,-83.571596,41.010014,644,2004,Walleye,Fingerlings,72666,HANCOCK,NORTHWEST
LAKE MILTON,-80.977591,41.127257,1694,2004,Walleye,Fingerlings,65926,MAHONING,NORTHEAST
BRESLER RESERVOIR,-84.229082,40.73066,582,2004,Yellow Perch,Fingerlings,301170,ALLEN,NORTHWEST
ACTON LAKE,-84.73446,39.557816,592,2004,Saugeye,Fingerlings,407096,BUTLER,SOUTHWEST
PLEASANT HILL LAKE,-82.324884,40.622857,783,2004,Saugeye,Fingerlings,151424,ASHLAND,NORTHEAST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1983,Channel Catfish,Fingerlings,2500,LUCAS,NORTHWEST
BELMONT LAKE,-81.008987,40.033671,109,1983,Channel Catfish,Fingerlings,11600,BELMONT,SOUTHEAST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1987,Channel Catfish,Fingerlings,3750,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1989,Channel Catfish,Fingerlings,1510,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1983,Walleye,Fry,60000,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1986,Walleye,Fingerlings,1000,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1988,Walleye,Fingerlings,750,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1988,Walleye,Fingerlings,750,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1982,Largemouth Bass,Fingerlings,750,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1982,Northern Pike,Fingerlings,496,LUCAS,NORTHWEST
SWANTON WATERWORKS RESERVOIR,-83.873831,41.56889,20,1986,Northern Pike,Fingerlings,600,LUCAS,NORTHWEST
TAPPAN LAKE,-81.225939,40.359266,2274,1982,Walleye,Fingerlings,100000,HARRISON,NORTHEAST
BELMONT LAKE,-81.008987,40.033671,109,1984,Channel Catfish,Yearling,5800,BELMONT,SOUTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1982,Walleye,Fingerlings,25000,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1983,Walleye,Fingerlings,71787,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1984,Walleye,Fingerlings,198000,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1985,Walleye,Fingerlings,141000,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1986,Walleye,Fingerlings,123160,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1987,Walleye,Fingerlings,41440,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1988,Walleye,Fingerlings,70520,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1988,Walleye,Fingerlings,70508,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1989,Walleye,Fingerlings,30208,HARRISON,NORTHEAST
TAPPAN LAKE,-81.225939,40.359266,2274,1989,Walleye,Fingerlings,111236,HARRISON,NORTHEAST
BELMONT LAKE,-81.008987,40.033671,109,1986,Channel Catfish,Yearling,5509,BELMONT,SOUTHEAST
TRANQUILITY  WILDLIFE AREA PONDS,,,,1984,Channel Catfish,Fingerlings,1200,ADAMS,SOUTHWEST
TRANQUILITY  WILDLIFE AREA PONDS,,,,1987,Channel Catfish,Yearling,500,ADAMS,SOUTHWEST
TRANQUILITY  WILDLIFE AREA PONDS,,,,1988,Channel Catfish,Yearling,500,ADAMS,SOUTHWEST
TRANQUILITY  WILDLIFE AREA PONDS,,,,1989,Channel Catfish,Fingerlings,1000,ADAMS,SOUTHWEST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1982,Channel Catfish,Fingerlings,5000,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1988,Channel Catfish,Yearling,1278,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1988,Channel Catfish,Yearling,1256,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1989,Channel Catfish,Yearling,765,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1982,Golden Trout,Yearling,1000,SCIOTO,SOUTHEAST
BELMONT LAKE,-81.008987,40.033671,109,1988,Channel Catfish,Yearling,3320,BELMONT,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1983,Golden Trout,Yearling,4004,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1984,Golden Trout,Yearling,2252,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1985,Golden Trout,Yearling,3001,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1987,Golden Trout,Yearling,2501,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1988,Golden Trout,Yearling,2625,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1989,Golden Trout,Yearling,2300,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1982,Largemouth Bass,Fingerlings,10000,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1982,Rainbow Trout,Yearling,4800,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1983,Rainbow Trout,Yearling,2806,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1984,Rainbow Trout,Yearling,2252,SCIOTO,SOUTHEAST
BELMONT LAKE,-81.008987,40.033671,109,1983,Golden Trout,Yearling,1500,BELMONT,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1985,Rainbow Trout,Yearling,2136,SCIOTO,SOUTHEAST
TURKEY CREEK LAKE,-83.189347,38.733354,49,1986,Rainbow Trout,Yearling,5044,SCIOTO,SOUTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1982,Walleye,Fingerlings,30000,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1983,Walleye,Fingerlings,33000,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1984,Walleye,Fingerlings,39900,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1984,Walleye,Fingerlings,25000,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Walleye,Fingerlings,39960,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1987,Walleye,Fingerlings,31687,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Muskellunge,Adv. Fingerlings,973,SUMMIT,NORTHEAST
ALUM CREEK LAKE,-82.963793,40.184249,3331,1986,Walleye,Fingerlings,203314,DELAWARE,CENTRAL
BELMONT LAKE,-81.008987,40.033671,109,1984,Golden Trout,Yearling,1125,BELMONT,SOUTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Muskellunge,Adv. Fingerlings,350,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Muskellunge,Adv. Fingerlings,75,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Northern Pike,Adv. Fingerlings,400,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Northern Pike,Adv. Fingerlings,150,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Northern Pike,Adv. Fingerlings,156,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1988,Saugeye,Fingerlings,2158,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1984,Tiger Muskie,Adv. Fingerlings,5009,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1984,Tiger Muskie,Adv. Fingerlings,2000,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1984,Tiger Muskie,Adv. Fingerlings,100,SUMMIT,NORTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Tiger Muskie,Adv. Fingerlings,150,SUMMIT,NORTHEAST
BELMONT LAKE,-81.008987,40.033671,109,1985,Golden Trout,Yearling,1508,BELMONT,SOUTHEAST
TURKEYFOOT LAKE,-81.54373,40.969256,474,1985,Tiger Muskie,Adv. Fingerlings,102,SUMMIT,NORTHEAST
TYCOON LAKE,-82.353209,38.921774,183,1983,Channel Catfish,Yearling,5747,GALLIA,SOUTHEAST
TYCOON LAKE,-82.353209,38.921774,183,1985,Channel Catfish,Yearling,4090,GALLIA,SOUTHEAST
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1984,Channel Catfish,Fingerlings,1500,WYANDOT,NORTHWEST
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1987,Channel Catfish,Yearling,750,WYANDOT,NORTHWEST
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1989,Channel Catfish,Fingerlings,1500,WYANDOT,NORTHWEST
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1982,Northern Pike,Fingerlings,497,WYANDOT,NORTHWEST
BELMONT LAKE,-81.008987,40.033671,109,1987,Golden Trout,Yearling,3000,BELMONT,SOUTHEAST
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1983,Northern Pike,Fingerlings,679,WYANDOT,NORTHWEST
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1985,Northern Pike,Fingerlings,600,WYANDOT,NORTHWEST
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1986,Northern Pike,Fingerlings,600,WYANDOT,NORTHWEST
UPPER SANDUSKY RESERVOIR,-83.271864,40.820332,32,1989,Northern Pike,Fingerlings,581,WYANDOT,NORTHWEST
NORWALK RESERVOIR #3,-82.590454,41.234447,92,1987,Walleye,Fingerlings,9128,HURON,NORTHWEST
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1984,Golden Trout,Yearling,1125,BELMONT,SOUTHEAST
NORWALK RESERVOIR #3,-82.590454,41.234447,92,1989,Walleye,Fingerlings,4250,HURON,NORTHWEST
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1982,Saugeye,Fingerlings,20988,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1982,Saugeye,Fingerlings,20216,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1983,Saugeye,Fingerlings,64588,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1983,Saugeye,Fingerlings,62370,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1984,Saugeye,Fingerlings,61649,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1985,Saugeye,Fingerlings,55200,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1985,Saugeye,Fingerlings,15022,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1986,Saugeye,Fingerlings,55269,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1987,Saugeye,Fingerlings,55340,DELAWARE,CENTRAL
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1985,Golden Trout,Yearling,1508,BELMONT,SOUTHEAST
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1988,Saugeye,Fingerlings,55200,DELAWARE,CENTRAL
O SHAUGHNESSY RESERVOIR,-83.125744,40.153344,896,1989,Saugeye,Fingerlings,165682,DELAWARE,CENTRAL
OAKTHORPE LAKE,-82.447832,39.809329,43,1982,Northern Pike,Fingerlings,400,FAIRFIELD,CENTRAL
OAKTHORPE LAKE,-82.447832,39.809329,43,1983,Northern Pike,Fingerlings,400,FAIRFIELD,CENTRAL
OBERLIN RESERVOIR,-82.178209,41.275049,56,1984,Channel Catfish,Fingerlings,1300,LORAIN,NORTHEAST
OBERLIN RESERVOIR,-82.178209,41.275049,56,1982,Smallmouth Bass,Fingerlings,9650,LORAIN,NORTHEAST
OBERLIN RESERVOIR,-82.178209,41.275049,56,1984,Smallmouth Bass,Fingerlings,4000,LORAIN,NORTHEAST
OBERLIN RESERVOIR,-82.178209,41.275049,56,1984,Smallmouth Bass,Fingerlings,7500,LORAIN,NORTHEAST
OHIO / ERIE CANAL,,,,1987,Golden Trout,Yearling,2000,,
OHIO / ERIE CANAL,,,,1988,Golden Trout,Yearling,1201,,
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1987,Golden Trout,Yearling,3000,BELMONT,SOUTHEAST
OHIO / ERIE CANAL,,,,1989,Golden Trout,Yearling,1100,,
OHIO / ERIE CANAL,,,,1984,Rainbow Trout,Yearling,1500,,
OHIO / ERIE CANAL,,,,1986,Rainbow Trout,Yearling,1000,,
OHIO / ERIE CANAL,,,,1986,Rainbow Trout,Yearling,500,,
AEP RECREATION LAND,,,,1982,Channel Catfish,Fingerlings,9570,,
AEP RECREATION LAND,,,,1983,Channel Catfish,Fingerlings,20000,,
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1988,Golden Trout,Yearling,1930,BELMONT,SOUTHEAST
AEP RECREATION LAND,,,,1984,Channel Catfish,Fingerlings,20010,,
AEP RECREATION LAND,,,,1987,Channel Catfish,Fingerlings,10000,,
AEP RECREATION LAND,,,,1988,Channel Catfish,Yearling,475,,
AEP RECREATION LAND,,,,1988,Channel Catfish,Yearling,2131,,
AEP RECREATION LAND,,,,1989,Channel Catfish,Yearling,150,,
AEP RECREATION LAND,,,,1982,Largemouth Bass,Fingerlings,10000,,
AEP RECREATION LAND,,,,1982,Redear Sunfish,Fingerlings,53440,,
AEP RECREATION LAND,,,,1982,Smallmouth Bass,Fingerlings,19300,,
OHIO RIVER BASIN,,,,1983,Hybrid-Striped Bass,Fingerlings,9000,,
OHIO RIVER BASIN,,,,1985,Hybrid-Striped Bass,Fingerlings,38184,,
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1989,Golden Trout,Yearling,664,BELMONT,SOUTHEAST
OHIO RIVER BASIN,,,,1988,Hybrid-Striped Bass,Fingerlings,177550,,
OHIO RIVER BASIN,,,,1989,Hybrid-Striped Bass,Fingerlings,31086,,
OHIO RIVER BASIN,,,,1989,Hybrid-Striped Bass,Adv. Fingerlings,585,,
OHIO RIVER BELLEVILLE POOL,,,,1989,Hybrid-Striped Bass,Fingerlings,60255,,
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1989,Golden Trout,Yearling,1337,BELMONT,SOUTHEAST
OLANDER LAKE,-83.709372,41.691181,24,1983,Channel Catfish,Fingerlings,1450,LUCAS,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,1987,Channel Catfish,Fingerlings,3625,LUCAS,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,1989,Channel Catfish,Fingerlings,1456,LUCAS,NORTHWEST
BARNESVILLE RESERVOIR #1,-81.166222,39.964524,24,1982,Rainbow Trout,Yearling,2000,BELMONT,SOUTHEAST
OLANDER LAKE,-83.709372,41.691181,24,1987,Golden Trout,Yearling,2000,LUCAS,NORTHWEST
OLANDER LAKE,-83.709372,41.691181,24,1989,Golden Trout,Yearling,2001,LUCAS,NORTHWEST
